label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119
calm,-704.5413,68.82944,4.728955,11.950599,5.6388826,5.8340936,-4.8624907,-4.862799,-8.308453,-4.8761907,2.317922,1.2227513,0.5954948,-4.025669,1.7289727,-0.84978664,-4.325156,-1.9796419,-1.6255349,-0.38703206,-7.3322363,-0.30294082,-1.2871861,-4.558949,-2.4062345,0.3851671,-5.131937,1.4207472,-4.424172,-0.03367969,-4.03799,-2.1042745,-2.885348,-2.8581388,-4.423223,-0.38969836,-1.7169569,-3.313168,-4.8602934,-2.7604816,-0.2815052,-0.22172378,-0.042252854,-0.01794289,-0.05181251,-0.014185284,0.03984168,0.061386686,0.0772806,0.07336769,0.015998736,0.0046906103,0.0030395591,-0.027345568,-0.03833771,-0.0064467783,0.00056731043,-0.028976897,-0.027396465,0.013915445,0.011562819,-0.018177386,-0.03156989,-0.00013588287,0.004757724,-0.0095321555,-0.025179632,-0.023441259,-0.018136319,-0.013769726,-0.0038516442,0.00020716741,0.008991963,0.0035069094,-0.009567911,-0.0008720959,0.0016989236,-0.0020129078,-0.008450933,-0.010701799,0.021664597,0.017427234,0.013247511,0.008533691,0.036094885,0.051336057,0.020467473,-0.0070548137,0.005599292,0.020865938,0.030601373,0.016138831,0.0020495143,-0.006235374,-0.020474859,-0.03941073,-0.020014526,0.016664777,0.014374765,-0.005057523,0.010633162,0.020456249,0.01065002,0.0077155284,0.013423983,0.0013534571,-0.003481588,0.009393614,0.01330576,0.0025034305,0.009719801,0.020099677,0.0027174058,-0.012955887,-0.0076307007,-0.00016583584,-0.0013007848,-0.0038879847,0.0063239727,0.010534777
calm,-582.3001,95.76827,-5.8770013,20.913095,9.385005,3.8679862,-6.887925,-12.603206,-14.765247,-5.833155,5.2522492,-1.7132491,-0.6350672,-8.3795805,-0.7521083,0.0015193275,-7.0096164,-3.6810207,-1.0234364,-0.3185042,-10.437042,-2.5150476,-2.2693934,-5.6900244,-1.9040644,-0.70468885,-6.287746,1.2031384,-4.1264997,-1.3582561,-6.4511514,-4.503345,-5.7715287,-4.0799274,-6.474983,-0.95215416,-2.4894464,-4.760335,-6.853297,-5.756525,-1.7246397,0.5132099,0.4676702,-0.042338673,-0.3342898,0.21895236,-0.13489129,0.005066898,-0.0956974,0.018863952,-0.032759048,0.06385598,0.00275602,-0.04437358,-0.028760482,-0.110483885,-0.05138878,-0.11957542,-0.023651678,-0.026336735,-0.0034652571,-0.05153519,0.022168694,0.027295576,0.0605685,0.004982589,-0.00015303314,-0.0641018,0.02150578,-0.038357794,0.024065344,0.014865829,0.06291698,0.017379545,0.020527588,-0.0037351607,0.015683878,-0.00051079976,0.009743788,-0.008627042,-1.0944153,-0.12228531,0.2560915,-0.03541834,0.094368465,0.032340698,-0.059421666,0.10663643,-0.005819564,0.009235813,0.0019642783,0.06284277,0.030465335,0.03589379,-0.007066106,-0.11292489,-0.013907795,-0.08767636,-0.016752193,-0.006843086,-0.03808384,-0.011789845,0.023471765,-0.0055516344,0.006314017,-0.014315873,-1.3599284e-05,0.0029888174,-0.008072794,-0.0498059,-0.0261546,0.06786173,0.077634275,0.024581984,0.014481757,0.008033553,-0.001143157,-0.0049914843,-0.00017974646,0.022916546
happy,-533.9765,100.48775,-8.293026,19.219362,5.8829274,-5.529907,-9.912843,-11.386036,-19.265928,-4.4857407,-2.7232244,-11.609367,1.2824643,-8.131136,-4.4391913,3.0067437,-13.341271,-4.9940367,-4.2774606,-4.4303403,-9.688984,-0.33575252,-5.044058,-7.8197165,-4.5119843,-3.439752,-8.534882,0.12240777,-6.69443,-1.9185761,-4.838209,-4.4463067,-4.2927175,-6.123171,-6.8918905,-3.9079165,-4.1062317,-1.3343827,-3.3637083,-1.3645716,0.058797333,0.03872291,-0.040537182,0.0049172738,0.11184215,0.18137538,0.13752258,0.09243891,0.081581414,0.09775616,0.05823781,0.010808423,-0.009409043,0.019899474,0.032500982,0.024269465,-0.0031242538,-0.017363964,-0.020818971,-0.010887423,-0.0057464587,-0.0077867424,-0.01051559,-0.013488269,-0.012995129,-0.0118421,0.00034255526,0.00066534005,-0.0024728712,-0.0105180405,0.007318943,0.014337704,0.0037838758,-0.0347555,-0.03281076,-0.009717492,0.015221119,-0.0040864456,-0.004338539,0.0100336475,-0.16189745,-0.14145751,0.024978207,0.05655181,-0.020216778,-0.084772915,-0.045207635,-0.00014955126,-0.004404509,-0.05169088,-0.04885604,-0.011703185,0.019290285,0.0018863537,-0.017051531,-0.017535456,0.006652137,0.016517375,-0.0004884992,-0.03369181,-0.043659247,-0.023281729,0.0022420408,0.014049151,0.0078087533,-0.0024413608,-0.015124334,-0.01425188,-0.011059502,0.0017963494,0.0048302733,0.012261534,0.014312093,0.027892984,0.019630566,0.0074189696,-0.0055491733,0.008993997,0.008397553,0.004345901
happy,-515.75415,103.83211,-10.554471,25.200567,10.494414,-2.9352345,-11.221418,-8.175756,-22.92185,-2.4212768,0.010216299,-10.895179,5.320795,-6.9836054,-4.074285,5.029056,-13.352013,-4.8102884,0.33531815,-2.9753115,-10.472674,-0.21705954,-6.2681403,-9.452727,-1.1482452,-2.010401,-6.1917143,-1.1301072,-6.4307494,-2.0803525,-2.7621737,-5.7500873,-2.793258,-4.8912225,-5.1829405,-2.7585094,-2.019261,-3.492936,-3.94622,-1.6611223,-2.1228116,-0.28415382,-0.005024301,-0.22406964,-0.07124401,0.095436074,0.055787742,0.16187789,0.10661509,0.25284228,0.01666681,-0.0068957275,0.29673234,-0.11927703,0.12618826,-0.01583442,0.012398243,0.023377249,0.023931572,0.011711078,0.09246699,0.018130649,0.048690848,0.004090022,-0.022744084,0.015375815,0.010204855,-0.045348365,0.04343367,0.03391972,0.08482406,-0.05279151,0.023505349,-0.001224241,0.09931679,0.043794118,0.10499179,0.12690839,0.2228218,0.09145651,-1.7657423,-0.45148772,0.12588757,-0.1671616,-0.20365596,0.071620874,0.18353152,0.046211943,0.13871837,0.07999599,0.0614558,0.089463234,0.02243593,-0.025242848,0.13316146,-0.023582403,0.017266432,0.012728744,0.036431685,0.019349074,0.14395896,0.059554614,0.075232096,0.10962236,0.051953338,0.008576825,0.07505081,-0.046788506,0.031632483,0.034362793,5.297599e-05,0.01920601,0.010667453,-0.03578638,0.014819988,0.04646641,0.063318424,0.0752857,0.06893918,-0.0051990408
happy,-545.1757,100.23876,-4.736779,20.223904,2.3046691,-0.8143133,-9.650758,-12.181302,-22.660435,-5.565231,3.7035406,-11.53391,2.9840395,-6.9474726,-1.2723478,2.363767,-11.20973,-3.432976,-1.7425748,-5.5419936,-8.432121,-3.3583293,-4.052001,-6.2769794,-4.1273575,-0.8434659,-8.456667,1.8953111,-4.4468718,-1.2859341,-4.1032953,-3.8431468,-4.040349,-6.0962896,-5.9420743,-3.0188413,-2.7973595,-1.958032,-5.9345145,-3.6163256,-0.53686154,-0.1824679,0.4015745,0.15281552,-0.09170872,-0.01590403,0.07921957,0.22265705,0.1739184,-0.10821539,-0.03961389,0.082996085,-0.0012894,0.046404727,0.0026259285,-0.08644294,0.010704882,0.048857015,-0.018129475,-0.015220079,0.011495742,-0.017956624,-0.05672511,-0.07506308,-0.08387981,-0.054839063,-0.034560833,-0.061793145,-0.0071567777,0.034485463,-0.02099749,-0.0060309106,0.02723055,-0.009167144,-0.016298065,-0.0048848353,-0.025987176,0.00041044518,0.0061960383,-0.050981157,-0.33423218,-0.17568398,-0.009050106,-0.110003226,-0.07623259,-0.08556993,-0.018699303,0.039841272,-0.012554098,-0.057477236,-0.015369227,0.045785625,0.022269636,-0.02139344,-0.039103653,-0.020037299,-0.012333213,-0.052249376,-0.03941126,0.00978985,-0.013858904,-0.028095083,-0.050530758,-0.068481095,-0.021568697,-0.002267135,0.018305548,-0.01373447,-0.053251322,-0.014879832,-0.010021224,-0.024231324,0.0051240567,0.01654057,-0.017696002,0.014641119,0.0343052,0.0027922827,0.01764511,0.0060173688
happy,-601.251,71.05575,-0.24615689,22.285181,2.5810022,-0.17840321,-3.859291,-8.554301,-17.52267,-5.115475,0.26136193,-6.2567873,2.8111749,-5.7083507,-1.3401539,1.1738448,-9.46905,-3.134687,-1.8003724,-3.4415066,-7.1883616,-1.9733437,-3.4586282,-5.479205,-3.7628512,0.21990079,-8.190371,0.5495659,-5.1546206,-0.6964367,-3.9977858,-2.58018,-3.7477098,-3.6910765,-4.861645,-2.3966565,-2.90094,-3.1567261,-5.756991,-2.5606732,-0.119692914,-0.34244892,0.02519555,-0.048363365,0.14693074,0.06932331,0.1212649,0.17134601,0.14483684,0.14769024,0.016220901,0.02958947,-0.017655479,0.03818112,0.028338425,-0.0032951434,-0.0233805,-0.027564825,-0.0053113615,0.016356993,0.024863036,0.013812775,-0.011968577,0.0036917643,-0.031031203,0.011778941,-0.027551813,0.028587721,-0.045625977,0.036398456,-0.04777136,0.037371088,-0.019230798,0.031203287,-0.0114394715,0.006444428,0.0012018627,-0.014244011,0.01608471,-0.013359411,-0.063260145,0.02707443,-0.021717215,0.052951355,-0.006191212,0.0025045665,-0.027321383,0.0055161067,0.052249856,0.023414688,0.021816088,-0.032194998,-0.03692625,-0.024505906,0.011116946,-0.0012119269,-0.015905945,-0.020908821,-0.027741475,0.0016410843,0.02019015,0.0026666166,-0.007902468,-0.012705165,-0.0020464507,-0.00606219,0.024391726,-0.021035396,0.0015917547,-0.019188324,0.013666609,-0.014379295,0.018494468,-0.016125955,-0.0048999367,6.9085067e-06,-0.003812894,-0.0036650384,-0.0052643884,0.0008540283
happy,-520.38477,68.01894,-9.870985,7.1083364,-2.9636126,-2.6975029,-17.465702,-12.224048,-15.657581,-13.13424,-1.3981205,-10.216861,-2.78756,-5.812573,-10.191365,-1.4682556,-10.661814,-4.1828465,-4.0453053,-6.9687495,-7.476831,-4.078173,-5.6474996,-6.4101915,-4.8597293,-2.4398916,-3.127274,3.5345507,1.2051111,1.3754668,-3.2069216,-2.1655087,-2.2098382,2.1729758,1.9125082,7.484123,3.22734,1.0344942,-1.7588124,-0.9838329,-0.5822658,-0.15194055,0.23905179,0.25515735,0.15021239,-0.011403457,0.1402845,0.077654056,0.1781366,0.15144458,-0.06663302,-0.006482597,-0.053936332,-0.021617062,0.023081467,0.012104305,-0.10827687,-0.1435762,0.0011292492,-0.012686617,-0.05944156,-0.008901924,-0.008683757,-0.08964486,-0.06683207,-0.025965355,0.03375988,-0.009011413,-0.027271602,-0.08309005,-0.034372155,0.035149053,0.038024716,-0.016821306,-0.014972244,-0.022776013,0.022944273,0.049720086,0.016637664,-0.010136492,-0.18735172,-0.16704516,0.0973647,-0.06371281,-0.10232336,0.025429344,-0.035983555,0.053098515,0.0008986388,-0.057541676,0.0023679894,0.0135344425,0.026446225,-0.0028636823,0.050743856,0.0071250927,-0.038686942,0.015145805,-0.020132042,-0.051338445,-0.001985618,-0.014796964,-0.06580894,0.006355954,-0.0059537557,-0.026358979,-0.06271394,-0.017485712,0.02233913,0.018636113,0.0023861674,-0.0024366444,-0.028605841,0.03758308,0.020649947,-0.03355477,-0.023396371,-0.017960425,0.0020633205,0.019774916
happy,-518.938,67.993355,-14.382862,6.844234,2.7722356,-2.631884,-13.946518,-9.421688,-18.19661,-9.62035,3.7354536,-9.937266,-2.1044946,-2.6688504,-7.8091226,0.68161434,-9.260208,-7.3817396,-3.247941,-5.9089265,-7.7998657,-5.23424,-4.484433,-5.818774,-2.865591,1.1740718,-5.3368344,0.91916126,-1.1908449,-3.0709605,-1.2538973,2.151315,0.9674057,1.6007292,-0.53218114,5.181767,5.15343,6.4930506,1.9677169,-0.034157723,-0.16213407,-0.07968135,0.13662034,0.13037835,0.007897029,0.0074543157,0.11724098,0.16878194,0.100434154,0.006887447,-0.0051764413,0.051139332,0.0787914,0.03496603,-0.01815408,-0.008510833,0.04375003,0.07279122,0.0713475,0.06559829,0.053736463,0.039185006,0.036053445,0.027444769,-0.0015271292,-0.03088817,-0.04135261,-0.029051078,-0.0051358305,0.0015275702,-0.010850013,-0.005207201,0.024747575,0.039297964,0.017916577,-0.013964355,-0.020523336,0.0012561075,0.02051802,0.020116441,0.007398541,0.0077073574,0.0019927896,-0.005396069,-0.014622774,-0.017127832,-0.004013863,0.015500026,0.020886457,0.007172775,-0.005715722,0.001273046,0.017498204,0.017608136,0.0019510563,-0.0038918303,0.008735863,0.018022021,0.009279342,-0.0005484137,0.0059167775,0.016285481,0.014403018,0.009766164,0.013802197,0.015077594,0.0036861286,-0.005570518,0.0022975479,0.013154942,0.0033498295,-0.01888638,-0.020907119,0.002382294,0.018351337,0.008882648,-0.0032572271,0.004864844,0.02102609,0.020023234
happy,-472.15256,59.515167,-12.736077,9.664237,-0.2862727,-2.775915,-12.996454,-11.50509,-22.238815,-6.1674776,-0.070819825,-11.403458,0.10162749,-4.8428063,-8.717254,2.1170475,-11.866582,-4.8643575,-2.9634585,-5.953669,-8.783909,-3.0418193,-5.950493,-6.739634,-5.1991124,-3.7059171,-7.293518,-2.2315776,-6.3030367,-2.4210515,-0.35566244,-0.3947091,2.2046783,1.1120076,0.5759789,2.153409,3.7879822,2.8146286,1.2304482,2.8367705,0.06873695,-0.09208362,0.041399434,0.17581771,-0.109467,-0.03967512,0.019308912,0.033084452,0.09570391,-0.08200111,-0.08071561,0.021359771,-0.001784979,-0.0064589856,-0.023221288,-0.021035817,-0.0025003252,0.002419959,-0.0052427794,-0.0011110654,0.029578133,0.022246515,-0.0069754245,0.0009822289,0.02582175,0.00202385,-0.01578924,-0.0008909128,-0.0074180965,0.014121194,0.024218893,0.008383667,0.028117869,0.035925623,0.015097388,-0.008940578,-0.014211871,-0.0092427265,-0.0028748529,0.005079085,-0.12800147,-0.05365713,0.038496245,0.004238971,0.00010540277,-0.021188956,0.018926853,0.05904256,0.013735381,-0.016985776,-0.01059118,-0.0046254145,-0.027149895,-0.016774539,0.017911434,-0.0038882215,-0.021920431,-0.017778484,-0.019339224,-0.0007088933,0.014916159,0.00090480805,-0.0036354866,0.008626309,-0.002325409,-0.012901284,-0.007289718,-0.00354059,-0.0010234653,-0.013142908,-0.013283583,0.012076578,0.025721509,0.016482927,-0.003888406,-0.007900042,0.0018588783,0.009132049,0.019440155,0.017919317
happy,-434.95966,74.55807,-13.7005625,10.237839,-1.8532462,-5.167504,-14.885049,-14.630265,-26.029295,-10.876784,-2.7862003,-10.667168,-0.53326815,-4.3287115,-11.77576,0.1300981,-13.006078,-8.565061,-4.023886,-4.783911,-12.030735,-4.2603626,-6.45605,-9.708509,-6.627954,-2.711399,-10.267453,-3.0304835,-6.3475823,-4.5885496,-4.367309,-2.9699805,-4.3963733,2.0934381,-0.74719125,5.4401517,2.1697743,1.9207588,1.0380175,3.2777417,-0.15600523,-0.19545954,-0.16336897,0.1790688,-0.08010404,0.1919977,0.2669685,0.10535337,0.2071015,0.17007726,-0.00829631,0.037739318,0.0050655245,-0.118931964,-0.07331014,-0.08462438,0.05199321,-0.10746668,-0.06562493,-0.045557708,-0.07861708,-0.054940324,-0.006214679,-0.085669324,0.023486394,0.011902435,0.0049342467,0.047896866,0.009443349,0.008519331,-0.036102086,-0.026958318,0.018848075,0.06194763,-0.014093834,-0.043431673,-0.023780793,-0.012854761,-0.007412938,0.010562103,-0.8302684,-0.19063947,0.035302754,-0.060408283,0.06344126,-0.009698544,0.03551814,0.07832207,0.13111003,0.05529711,-0.028285056,-0.008947389,-0.027079582,-0.039689988,-0.021212341,0.013103151,0.021193143,-0.04275763,-0.040436104,-0.014090605,0.00487107,-0.02503455,-0.018457465,-0.02708795,0.010922731,0.01902369,0.004129287,-0.012215156,0.0111037735,-0.017817272,-0.01458079,0.02361997,0.046167884,0.0040530865,-0.0077013345,-0.06560302,-0.017094828,0.0067058103,0.01886816,0.04277274
sad,-620.23773,82.512276,-2.8477244,19.182106,9.179313,-3.999902,-3.402638,-11.814861,-15.030508,-6.0663824,-5.8105993,-2.3402016,-1.2167532,-8.747512,-2.7138994,-1.8149433,-7.5294247,-6.3477707,-4.2567763,-1.2360009,-9.395617,-3.3116055,-3.603236,-6.8198166,-2.8512917,-2.504161,-6.233162,-1.7486725,-3.312264,-2.6722112,-3.295025,-2.9974306,-3.4909537,-3.141695,-6.235892,-3.8548307,-3.0827868,-3.209676,-5.0615945,-3.9013999,-0.14769521,-0.08383555,0.08926143,0.08630743,0.03142742,0.09932727,0.15265693,0.10319643,0.07281287,0.016514696,-0.049343284,-0.03659013,-0.05090811,-0.10229686,-0.07513716,-0.037309796,-0.035526413,0.0024359017,0.012580737,0.01229722,0.029804964,-0.007842687,-0.008965779,0.029549982,0.017088722,0.025742512,0.03953799,-0.0061852913,-0.0075753964,0.015793767,-0.0067791264,0.004008599,-0.0021982028,-0.03828494,-0.017061621,-0.021208348,-0.050848242,-0.026558982,-0.028695349,-0.046755675,0.02353529,0.01842548,-0.0036531256,0.013242033,0.040350694,-0.0098367585,-0.05501135,-0.02280614,0.0020529677,0.028098619,0.041350674,0.018260479,0.030260349,0.047878664,0.023351705,0.017941028,0.01855097,-0.013873745,-0.021144422,-0.031399947,-0.03770095,0.011658674,0.01830267,-0.014495648,-0.009485309,-0.01597219,-0.026187243,0.0036394703,0.012012419,-0.000699156,0.003781868,-0.009413742,-0.013625933,-0.0004182712,-0.0073333313,0.001875084,0.014794177,-0.0008099722,0.007004566,0.019143092
sad,-655.2818,80.93137,-1.7383492,20.216906,10.339469,-0.75504285,0.10489342,-9.485125,-12.822717,-6.8696074,-2.1718976,-2.5156872,-2.2033665,-4.3351774,-0.93562615,-1.1418033,-4.7001495,-3.3903604,-2.0977125,-0.09148699,-8.289953,-1.5140586,-1.619171,-5.5434284,-1.8340994,-1.7433003,-4.9890633,-1.4999477,-4.325342,-1.6710277,-2.2224555,-2.8816066,-3.424292,-2.5655868,-5.3384824,-0.7744549,-2.5853498,-2.9515915,-4.472722,-3.5888667,-0.25861865,-0.28160504,-0.13259797,-0.055323318,-0.034269553,-0.0032954428,0.0352286,0.05316821,0.047858626,0.036146306,0.037444193,0.053323854,0.06320417,0.051308546,0.028534455,0.014520905,0.009238366,0.006896686,0.01477911,0.02411948,0.007986013,-0.023205234,-0.02816381,-0.006183674,0.00622576,0.0026900277,0.009346496,0.0312789,0.049032014,0.058388773,0.06708039,0.069252215,0.062736064,0.058885388,0.054994985,0.042810906,0.03433501,0.03548562,0.029678779,0.010657375,-0.18670452,-0.22804016,-0.1464483,-0.066238,-0.02570773,-0.034467805,-0.03810104,0.010673238,0.058396094,0.048234023,0.015597528,-0.0044361083,-0.018212056,-0.01603183,-0.0038878515,-0.0071879,-0.00027486033,0.0348656,0.04648467,0.018804153,0.0030770185,0.009814882,0.008297145,-0.0036255852,-0.013576973,-0.01904039,-0.018548412,-0.015060279,-0.015260723,-0.021504635,-0.027759459,-0.017979685,0.01060035,0.033529054,0.035082843,0.025553724,0.015178599,0.008412284,0.010556252,0.019141652
sad,-735.524,60.409447,-3.4439847,14.033259,6.5901713,-1.7684734,-1.731575,-7.569149,-10.976077,-3.8221767,-0.9965823,-1.3543684,-1.2844802,-3.3658488,-2.715014,-0.2677128,-4.574277,-6.213155,-0.6974263,-0.47674006,-6.2065673,-2.1382196,-2.939739,-4.4928765,-1.7348645,-0.7488219,-3.0107005,-0.031293407,-3.2676816,0.20130122,-2.551265,-3.586309,-1.8061378,-1.4017279,-3.1509457,-0.85494006,-0.84669435,-2.1212246,-4.2328997,-2.810549,2.0210317e-07,5.052579e-08,-1.2631448e-08,0.0,0.0,0.0,-2.5262896e-08,0.0,-1.2631448e-08,-7.894655e-09,-1.2631448e-08,6.315724e-09,4.736793e-09,-3.157862e-09,-6.315724e-09,-4.736793e-09,0.0,0.0,-3.157862e-09,6.315724e-09,0.0,-1.578931e-09,6.315724e-09,0.0,-1.578931e-09,0.0,6.315724e-09,4.736793e-09,0.0,6.315724e-09,6.315724e-09,-6.315724e-09,0.0,-3.157862e-09,6.315724e-09,0.0,0.0,3.157862e-09,0.0,3.157862e-09,5.052579e-08,2.8420757e-08,-1.2631448e-08,0.0,1.1052517e-08,1.8947173e-08,-3.157862e-09,6.315724e-09,9.473586e-09,0.0,1.578931e-09,3.157862e-09,-3.157862e-09,1.1052517e-08,0.0,0.0,6.315724e-09,0.0,1.578931e-09,6.315724e-09,1.578931e-09,-6.315724e-09,-7.894655e-09,-2.3683966e-09,1.578931e-09,2.3683966e-09,3.9473275e-10,-3.157862e-09,4.736793e-09,-3.157862e-09,-7.894655e-10,-1.578931e-09,-1.578931e-09,2.7631293e-09,0.0,-1.578931e-09,5.5262586e-09,-7.894655e-10,-1.578931e-09,1.1841983e-09
sad,-596.31067,98.58487,-0.06666716,25.092134,9.198871,-1.007673,1.5201348,-13.051041,-20.86682,-6.961637,-4.2915664,-4.3954678,-0.34586024,-7.0467825,-4.545874,2.9032466,-5.5557117,-7.36095,-2.8991032,-0.33797792,-11.055511,-3.4165895,-3.3738246,-6.106568,-3.3966727,-1.1151378,-7.422319,-3.980491,-4.085136,-0.18546267,-3.099229,-2.7994788,-3.494206,-4.244544,-6.9599233,-2.8250823,-3.6117642,-2.7860644,-4.5792284,-4.259015,-0.71799546,-0.38870984,0.08975331,0.18695588,0.046800427,-0.15867817,-0.06811545,0.26279595,0.29191676,0.037781667,-0.19998606,-0.057106167,-0.0071420805,0.048439644,-0.015527547,-0.113532364,-0.11302564,-0.067357354,-0.004628833,-0.09863114,-0.11358573,0.056974538,-0.07590598,-0.0039336435,0.03639344,-0.06060243,-0.009036167,0.01689398,0.010537352,-0.015776027,0.01899179,-0.018369786,-0.0067941244,0.030402508,0.057346113,-0.004355611,0.011675692,-0.053598195,-0.038799502,-0.02295455,-0.45265886,-0.45643058,-0.08205546,0.037109874,-0.009203355,-0.023316469,-0.009669277,0.10309289,0.17442128,0.035528705,-0.052728895,-0.016717162,0.0037379896,-0.023302572,0.0030831338,-0.026274202,-0.04125805,0.03376116,0.023107981,-0.006627239,0.03266565,0.011561758,-0.0389152,-0.063064925,-0.021358995,-0.0066282754,-0.020461062,-0.013574723,-0.03769251,-0.027629364,0.012960552,0.0133480495,-0.0036322128,0.008812215,0.0085478,0.00073528086,0.003032328,0.005120506,0.00193605,0.03631759
sad,-636.70856,74.04334,0.9332074,19.874207,9.163359,-2.3034208,-1.1766661,-8.977228,-11.262091,-1.847854,-2.9459364,-3.156176,-0.19806765,-6.081506,-1.6945229,1.2266434,-5.929415,-3.7006671,-3.0726728,-0.26428223,-5.9351287,-1.3366548,-2.7863204,-5.892522,-2.322291,-1.090406,-4.223402,0.64462614,-2.098723,-0.2725137,-3.346887,-1.1839371,-3.7046885,-2.162415,-4.7447376,-1.6010178,-2.4934583,-3.2228005,-3.2937574,-3.8814697,-0.033585258,-0.047903255,-0.048990387,-0.048928205,-0.043508075,-0.03085968,-0.017324047,-0.01444272,-0.027174909,-0.04755683,-0.06268081,-0.06664451,-0.062334448,-0.054903604,-0.047737397,-0.04297671,-0.04142872,-0.041380018,-0.03983459,-0.035594042,-0.030190095,-0.025720596,-0.0227801,-0.021173412,-0.021644548,-0.024690669,-0.0274749,-0.025122037,-0.017046228,-0.009089389,-0.0065413625,-0.0075924722,-0.0071091442,-0.0047792904,-0.0053277775,-0.011115645,-0.018127773,-0.020508638,-0.017431522,-0.013912235,-0.034622476,-0.045607746,-0.038161498,-0.032664705,-0.033706184,-0.039570395,-0.04260043,-0.036156014,-0.021410313,-0.0057905396,0.0052168695,0.0122860065,0.017607616,0.019520314,0.01525863,0.0073467907,0.0025401253,0.00340922,0.0046981988,0.00031536387,-0.00863374,-0.015540856,-0.01624927,-0.012128493,-0.006199973,-6.6174114e-05,0.004698923,0.005746349,0.002793537,-0.0008594644,-0.0020583358,-0.0018065148,-0.0032602998,-0.0065281787,-0.008098839,-0.0056811087,-0.001360679,0.001058873,0.00040029443,-0.001299573
sad,-469.532,97.1798,-9.915017,20.021368,6.9472075,-7.201908,-17.022417,-14.079015,-29.306194,-8.541875,-4.3040905,-13.624452,0.35821858,-9.732507,-10.046645,2.2953832,-17.425516,-6.553005,-1.3733922,-5.155529,-12.473692,-3.8211787,-13.685447,-7.472837,-7.341028,-2.9038002,-9.022485,-4.3863773,-5.0565996,-2.653548,-5.48055,-5.6241183,-6.39775,-3.612126,-7.171529,1.5926174,-1.2241417,-3.451288,-6.2380085,-3.5320659,-2.1866088,0.32754567,0.4112236,0.089427784,0.5153267,0.33593574,-0.003671491,-0.06726632,0.10444071,0.14772531,0.066641785,-0.123398565,-0.18061519,-0.23955503,-0.10954963,0.06658919,-0.1399216,-0.34163862,-0.1243889,-0.07144782,0.0227026,-0.20614056,-0.11374026,-0.103081085,-0.0680303,-0.13041309,-0.111921355,-0.089644395,0.029951317,-0.067803785,0.002757967,-0.051443916,0.008728827,0.05228492,0.15600604,0.01908565,0.17294858,0.056035023,0.13686074,0.11056747,-1.8070363,-0.057806674,0.3765532,-0.12062922,-0.025858842,0.14379439,0.16925204,0.10450384,0.023392182,-0.04509048,-0.0073383916,0.009564326,0.047128506,-0.064366564,-0.032545514,-0.036134496,0.0146147255,-0.009235415,-0.012539944,-0.033883307,-0.008515385,-0.0014848594,0.10123128,-0.034010835,-0.08408359,-0.0080461325,0.023815297,-0.026921807,-0.0057300697,0.022368303,0.019850407,0.007293832,0.033310443,0.041378047,0.07331104,-0.00074879266,0.060097877,0.036062986,0.05397136,0.044932846
sad,-481.2063,99.01097,-10.7704,24.461887,6.7793956,-5.249556,-12.533689,-16.93595,-33.555515,-8.972441,-4.190942,-13.169774,0.622257,-10.154091,-6.926369,2.5967946,-12.25227,-8.26035,-5.2919636,-4.607498,-13.442627,-7.0019794,-4.845454,-10.815643,-8.494544,-1.8833662,-12.298267,-2.66083,-6.43791,-3.1460047,-6.324292,-4.54095,-6.0893,-4.9434524,-7.244898,-4.1582923,-1.2789199,-0.9313527,-0.96340233,-0.38814223,0.93741155,0.038754668,0.031689037,0.3020422,0.09020323,0.037747268,0.25927937,0.05982667,-0.0059960345,-0.012297977,0.0116488505,0.062165324,-0.10173159,-0.15213858,-0.1377462,-0.04675129,-0.053444818,-0.1491245,-0.10868638,-0.005682884,-0.030735366,-0.022791622,-0.103142574,-0.023766568,-0.028403604,0.01870703,-0.021938246,-0.04799777,-0.019568121,0.03621059,0.025190022,-0.038072534,-0.09291389,-0.020382024,0.0087663205,-0.02539541,-0.026676906,-0.027640093,-0.009078249,0.037609853,0.62285507,0.08866334,-0.023537092,-0.012215804,-0.047019742,-0.0737474,-0.10199035,-0.063566625,-0.1469185,-0.043881353,-0.0048368666,0.014690353,0.027909461,-0.026796386,0.014386308,0.04012383,0.03644665,0.021419793,0.0139947,0.0102372235,-0.05596107,-0.026654147,-0.018777583,-0.06326686,-0.07187541,0.0048762923,0.02017144,-0.022305503,-0.05673341,-0.04101517,-0.017965904,0.024347262,-0.03177145,0.0038345095,0.04973366,-0.008356691,-0.025680346,-0.028406465,-0.018560588,0.003896809
